sentence,sentiment,Date
yaar apne mamaki id btaaa,0,2024-12-14
chor tujhe unki nazar mn girana nhi chahti 😉,0,2025-01-24
:D :D bs dil se dil ko raah hoti hai :D,0,2024-05-25
Hahahahaha wah,0,2024-07-09
uncle ko tag kron.?,0,2024-02-15
Tum kro or agla 1 ghanta bad face to face thanks krna aya ga,0,2024-01-26
robina aunty ka shukria adda kr dun unhe add kr ke 😂,0,2024-07-22
Heer Naqvi,0,2025-01-18
Hassan Husnain,0,2024-04-11
reply kia na,0,2024-01-24
Mjhay nahi tag Kia 😑🤬,0,2024-12-05
YE aunty ko dikha do Please :D,0,2025-03-03
uncle aunty ka num de,0,2024-03-24
Haniya Khan.,0,2024-06-25
Hahaha😂,0,2024-09-12
Aunty i love you ❤💛,0,2024-09-01
Zaib Usman😂,0,2024-12-24
Hadia kh,0,2024-05-09
atiya nisar,0,2024-12-14
Tmhari ami ko b 😂,0,2024-07-08
Haha Razzaque bhai ko b😂😂😂😂,0,2025-02-27
Me b cemnt agency walo ka bra shukrguzar ho hahahah,0,2024-01-07
aunty bht bht shukriya😂😂♥️,0,2024-10-08
Hahahhahah😂,0,2025-03-12
Heheheh..:)),0,2024-10-21
Tumhari ama ko na??,0,2025-01-02
Tag them please! !!!😍😍,0,2024-06-20
Hahahaha main is main tumhain tag karnay wali thi.. 😂😂😂😂😂,0,2024-03-29
Jo chpairh wo maarain agay se uska kya??😯,0,2024-02-10
Anty uncle ko kehna zra😉😁,0,2025-01-18
You too :p,0,2024-09-02
hate u,0,2024-12-17
Seriously Ajoobaa 😜,0,2024-08-05
thank you much...one of a kind hun afterall...:D:D,0,2025-01-04
Lol namoona nai anmol 😍,0,2024-03-06
😂😂😂 apni amma ko prha dena plx 😂😂😂,0,2024-03-12
Lkn mea q,0,2024-12-16
pass on the message 💜😂,0,2025-03-13
"hahaha, ni ye meri traf sy anti ko dikhao😂😂",0,2025-02-01
Tmra knsa muun ni ha😕,0,2024-10-25
Inbox kr dn gi.,0,2024-05-23
say my thanks to uncle and aunty 😍😘😂,0,2024-01-23
Love you too my honey 😘😘,0,2024-05-19
Hahahah,0,2024-10-29
naughty girl,0,2025-01-24
hahhahahahha me bhi bolti hn rk,0,2024-04-02
hahhahahha thanks fakhira parveen aqal deny k liye,0,2024-05-13
Heheee,0,2024-10-31
Aunti add hi ni warna me unki shaan me qaseeday likhta 😭😂,0,2025-03-21
Hahahaha shukria 😂😂😂,0,2024-01-07
aunty ko shukarya krdena,0,2024-11-04
Hahahaha,0,2024-01-31
Hahahha,0,2024-03-24
bus is main se ice cream hata do😂,0,2025-02-23
miss those midnight snacks 😄,0,2024-01-31
Exactly😂😂,0,2024-10-26
I haven't eaten any pizza and burger from last two months and,0,2024-02-02
"Ek hi baat hai
Mai kron ya ap...",0,2024-09-16
Soch dekho hamari kitni milti hai 😉😂,0,2024-07-01
Hahahaha,0,2024-11-28
Kulsoom Qureshi,0,2024-05-03
Motuuu mjhe bhi bhej mai bhi jag luga,0,2024-10-27
😂my version of dieting😁😂,0,2024-10-20
Ye tmhary wali diet 😂😂,0,2025-02-21
Buahhahaa yeahhh,0,2024-08-17
We aren't haddi shah we're smart 😊😏😏,0,2024-04-16
That's what I do 😂😂😂,0,2024-06-14
Sta kho sa khwata nakige 😜,0,2024-03-10
Ri da,0,2024-11-22
mc donaldzzzz 😝😝,0,2024-02-05
Tu gym khaaaa????,0,2024-03-28
Haha,0,2025-01-31
Many Kb pochaaa,0,2024-08-21
Uff esi diet,0,2025-01-11
Yumna too bhi shamil hey,0,2025-03-09
Pemra complain ki hum kuch friends ne....sirf tension na lein practicaly khud kuch krne se hi ho ga,0,2024-03-14
Bilkul sahi kaha,0,2024-12-22
G Bilqul aisy he hai... I agree with u...,0,2025-01-24
Beshak,0,2024-04-01
Bilkuk sahi kaha .faisal qureshi ka kush kadre bhater show ha .,0,2024-03-22
ALLAHTAALA ! Ummat pe Reham Frmay..aor ye lodhi jesey khabees logon k sharre sey naai Nasal ko Apni hifaazat meyn rakhey..Aameen,0,2024-12-02
Done. 👍 Thanks Urdu Safha’s Admin for such initiative.,0,2024-07-10
Agr hm awaam he inlog ko ehmiyat dena or dekhna or feed back dena chordenge to ink shows ki koi value nahi rehegi,0,2024-10-09
Hum sab ko milkar Pakistan aur islami aqdaar ki hifazat Karni hay musalmaan hony ka farz ada krein,0,2024-02-28
Sahil Lodhi ka kya? Ma bap zimadar WO keu apni bchieo ko bhjty in ke ghart kidr hote,0,2024-02-15
Ni ye galat bat h is me sahir lodhi ka koe qasor ni h t.v me achi baten b ati han wo to ap log catch ni krty??,0,2024-05-10
Sahi baat ha,0,2024-02-04
bilkul darosat .....,0,2024-03-13
Bilkul sahi,0,2024-02-02
Bilkul sahi kaha.aap.ñ .ey,0,2025-02-05
Bilkul sahi aese morning show ka bnd ho jana hi bhtr he,0,2024-03-12
Bilco yh zaror hona chahey,0,2024-05-08
Bilkul thehk.,0,2024-05-12
Bilkul,0,2024-08-15
Beshak zaror krwana chaye,0,2024-05-03
Agreed with attaria qadria,0,2024-07-23
Sare comments bilkul sahi hn m sb ki taed krti Hun aur sb k sath hun,0,2024-05-29
Taab too hum khud unn Koo saport karay hootay hai,0,2025-01-16
Yar ajkl sakht pareshan hu rozgar ki fikr me bht acha lga parh k,0,2024-07-12
har taraqi ke leye islam zrori ha,0,2024-03-18
Nhi pta ??? Allah or us k rasool s.a.w ki etaat kro..,0,2025-03-23
beshak,0,2024-06-26
khoob,0,2024-05-07
Boht aalaa,0,2024-12-19
Jis na kha ha ci kha ha,0,2025-02-15
#prime_Minster ki kursi chahye kitna #yaqeen_nazm_o_zabt or #lagan chahye hogi...!😂😂,0,2024-12-07
"Allah ki raza mandi ke bagir koi cheez hasil nahi ki jasakti, chahe insan kitna hi yaqeen or nazmosabt ke saath hasil karne ki koshish karle......",0,2024-09-09
dil ko sukoon deney wali tehreer kash aesa wagat dobara aa jaey,0,2024-07-29
Jis ne likha he bohat behtareen likha ... wah wah,0,2024-11-10
Same thing k Aik bunda Chauti burai ko Sahi samajh k kerta hay to Wo Bari burai ko Asan samajh leta hay. Bacho ko roshnash karana apnay tahafuz k lye Buri baat Nahi.,0,2024-05-12
Bilkul right,0,2024-09-28
Jis nay asbiat ki taraf dawat di us nay zulm ki taraf dawat di yehi asbiat to pehlay east Pakistan ko kha gar ab baki ko kha rahi hai 😔,0,2025-02-16
"Ap hongi, hum tou muhabbat bantnay walay hy, we beleieve in equal rights",0,2024-09-01
Such kaha..!,0,2024-02-18
lol is page waly ki DP dekh or bat kia karaha yeh ,0,2024-09-07
Iss mein koi burai nahi,0,2024-09-12
Iss mein koi burai nahi hey,0,2024-12-25
Hidayat ki dua kije or roye aise logi par tv me dikhane se kuch nahi hoga agar aap rokne ki takat rakhti he to rokiye varna dil me bura janiye lekin uske gunaho ko kisi pe ujagar mat kariye Yeh Allah or bannde ka maam la he bas uske liye astag far kariya or meri bato ka bura laga ho to mujhe bhi maaf kijiye,0,2024-10-15
AIK HADEES HEY MOMAN KABHI LAAN TAAN NAHIN KARTA,0,2025-02-08
Ye follow nh kr rha unki khushyon m shamil hua h bs,0,2025-01-22
Bilawal Allah tumain salamat rakhey,0,2024-11-15
Namaz qaim kro kiun k namaz behayai sy rokti hai.... islam mein hukam k sath reasoning bhi hai... bss aqal mand logo k liye he nishaniyan hai aur wohi samjhty hain inko,0,2024-07-22
Aur islaam mein soor ka goosht khana haram hai...lehaza kiun k uss mein bht harmful steroids hty jo insaani jism ko sakht nuksaan pohnchaty... aur islaam mein hr wo cheez mana hai jiska insaan ko nuqsaan hai,0,2024-04-01
Wah zbrdst,0,2025-01-01
"thek, ALLAH pak ka koi b hukam maslehat k baghair nai.",0,2025-02-03
Australia Me Shawal ka Chand Nazar Aa Gaya Kal Eid Hogi ,0,2025-01-20
PM NawazSharif Ki Nawasi Mehar u Nisa Safdar Aur Raheel Munir Ka Nikah Masjid Nabvi Mein Munaqid PM Samait Ahal e Khana Ki Shirkat ,0,2024-12-08
Sub Se Zaiyda Mein 136 Jagah Hazrat Mosa A S Ka Zikar Aya Hain ,0,2024-05-26
Tareef Kiya Huwa ,0,2024-06-13
Har Musalman Mard Aurat Ghulam Aazad Chotay Baray Par Namaz E EID Se Pehlay Sadqa E Fitr Dena Lazim Hai,0,2024-03-09
Ap Sb Ki Shirkat Ka Shukrya ,0,2025-03-07
Mullah Umar Ne Afghan Hukomat amp Taliban Muzakrat Ki Himayat Kar Di Afghanistan Se Qabzay K Khatmay K Liye Muzakrat Jaiz Hen Paigham ,0,2024-07-09
Skin Saf Krny K Liye Honey Milk Or Dahi Mix Kijye Is Mixture Ko 15 Mint K Liye Skin Pr Laga Lijye Bad Mai Saf Pani Sy Dho Lijye ,0,2024-07-29
Samnay betha tha mere or wo mera na tha,0,2024-05-24
ALLAH Ki Naimaton Main Sy 1 Naimat Hy Or Moqa Mily Or Bach Jana Yeh ,0,2025-02-11
ATC Ne 23 March Ko Giriftar Honewale Zulficar Mirza K 11 Guard Ko Riha Karne Ka Hukum Dedia ,0,2024-03-19
Apny Bhai Ki Madad Karo ,0,2025-02-08
Islam Musalmano K Ilam Ka Naam Nhe Un K Amal Ka Naam Hy Yani Islam Bolny Wali Baat Nhe Karny Wala Kaam Hy ,0,2024-12-30
Main Aaj Se Hi Bicha Doon Us Raah Pe Palken ,0,2024-03-14
3 Cheze Halos E Dil k sat karni Chahey ,0,2024-01-22
1 Raham 2 karam 3 Dua ,0,2025-02-21
Es Ki Bunyad Kalma Tayyaba Par Hain,0,2024-07-28
14 Se 16 July Tak Karachi Janay Wali Trainon K Kirayon Me 50 Kami Khali Trainen Wapsi Per Senkron Musafiron Ko Lati Hen ,0,2025-02-25
Subai Hakumat Ne Chand Raat Per Hawai Firing Karne Per Pabandi Aid Kr Di ,0,2024-01-16
Nishaniyan Ka Pani Metha Hojana Na Ziada Sardi KhuLa Huwa Shu a K TuLu Hona ,0,2024-09-02
Ramzan K Akhri Ashray Me Mazeed Barishon Ka Imkaan ,0,2024-08-27
Eid Ul Fiter Per Bi Barishon Ka Imkan ,0,2024-08-30
Tabdeli Yhi Log Laskengy ,0,2024-07-27
Masjid Qab a Is The First Mosque Where Mohammad SAW Openly Led The Regular Prayer Congregation Of His Companions ,0,2024-05-31
Darood Sharif Parh Kar Muslim Dosto Ko Send Kro ,0,2024-05-20
1 Bar Parhny Say 10 Gunah Mitaty Hain Or 10 Nikya Milti Hain ,0,2024-02-05
Doston ko Bhe Daawat Den ,0,2024-10-01
Islamabad K Baldiyati Intakhabat Jamati Buniyad Per Kraney Ka Bill Senate Me Kasrat e Rae Se Manzur ,0,2024-04-03
Incharge Officer Slaughter House Dr Ghafoor Mengal Ki Nigrani Me Govt Slaughter House Me Bemar Janwaron K Gosht Ko Jalae Gaye ,0,2024-03-25
Jo Shakhs ALLAH K Liye 1 Din Aitikaf Karta Hy ALLAH Isko Jahanum Se Zamin Asman K Barabar 3 Guna Door Kar Deta Hy ,0,2024-09-26
NAMAZ E FAJAR Hamari khobsoorti Mein Ezafa Karti Hain ,0,2025-03-05
NAMAZ E ZUHAR Hamari Aamdani Mein Izafa Karti Hein ,0,2025-01-06
Subai Assembliyon Ki 2 Sala Karkardagi Me Khyber Pakhtunkhwa Assembly 44 Score K Sath Behtreen Qarar Survey ,0,2024-11-11
Imran amp Reham Khan Is Saal Hajj Pr Jaengy ,0,2024-01-15
Bohat say log tujhy dekh kar hamaray huwe ,0,2024-11-30
Such Me Wo Log Sirf Kaha Karte The ,0,2024-12-24
Love from Pakistan ,0,2024-06-18
2 kamyab tareen inqalab tha 36 votes ,0,2024-11-04
Last night in Dono Marches ko mila kar supporters ki total tadad 40000 tak banti hy Eye witnesses ,0,2025-03-14
Zero point k bad se bhi agy jayengy ka jawab ,0,2025-01-21
Kia husan e ittefaq hy unki galli tak ,0,2024-09-18
Hum kaam se gaye thy phir kaam se gaye ,0,2025-01-28
K Apni Maa k Qadmo k Nishan Dhondh Raha Ho ,0,2024-09-11
L0ve u M0M ,0,2024-12-30
Per TOOT k chahna sirf 1 baar hota hai ,0,2024-09-30
Agar hai to janab yeh article ap k lie hi hai ,0,2024-06-04
Basa Hy Kon Tairy Dil Mein Gull E Badan Ay DARD ,0,2024-02-14
K Boo Gulaab Ki Aayi Tairy Paseeny Mein ,0,2025-02-04
DAR E MUSTAFA S A W W Meri Sultanat Ussi Saltanat ka Faqeer hon ,0,2024-01-04
To Umrain Beet Jaen Gi Kaha Na Achay LaGty Ho To Bus Lagtay Ho ,0,2024-08-27
Ferdous ki lawn ap ki hoi,0,2024-06-03
SapneY Mein Sine Se LagaYa PYaar Kia Jee BehlaYa ,0,2024-11-03
Ghussay mei Such bolna aur Taqat k hotay huay muaf karna Afzal tareen naikiyon me se h ,0,2024-02-03
Meri chahat ,0,2024-07-17
meri manzil ,0,2024-09-21
Ek arsy bd us k sher lota to hran rhgia ,0,2024-08-08
Fehmiyaan Or Bhi Barh Gayn khushqismati smajhi jati hay jab ghar ka gate junoob ki taraf ho ,0,2024-10-02
Mainay kaghaz per bhi bana kar dekhin aankhain uski ,0,2024-08-18
Koi tujhsa ho to phir naam bhi tujh sa rakhy ,0,2024-08-08
Koi jb hns k milta hai mujy tm yad aaty ho ,0,2025-02-03
balke khusi is baat ki hai k Misbah chakka maratay waqt gira nhi ,0,2024-06-10
Ammi Pochti Hain Khane Mein Kya Doon To Mein Kehta Hoon EXTRA SHEET plz,0,2024-01-26
Magharbi Wasti Riyasaton Main Barf Bari Ka Silsala Jari ,0,2024-04-05
Janty hoty to mere hoty ,0,2024-09-02
Kisi K Sa ath Sahii Par Wo Nazar To ,0,2025-01-05
kaha na yaad aaty ho tu bus yad aaty ho ,0,2024-01-02
Ye Mohabt B Kya Chz Hy ,0,2024-10-24
Muskura K Guzar Jana Zaroori Tha kya ,0,2024-09-08
Barha Mulk Ban Gaya ,0,2024-08-11
Dobara Muslim League Q Punjab Kay Bila Muqabla Saddar Muntakhib ,0,2025-01-28
20 Nov 1828 ko Kahira Misar me Mohammad Ali Pasha ki nigrani me publish hwa ,0,2024-11-23
Tum pay aitbaar ki ,0,2024-01-05
Ek Muhabbat Karli ,0,2024-10-02
Dosra Tum Sey Karli ,0,2024-09-03
KIA KHABAR THI K TUJHE YE HUNAR B AATA HY ,0,2024-06-20
Js Qaom Ka Aghaz Hi IQRA Se Huwa Tha ,0,2024-03-08
Ilm hasil kerna IBADET or Ilm ki Tlash JIHAD hy ,0,2024-06-23
Zindagi Ko Badalne Me Waqt Nahi Lagta ,0,2024-06-24
Pehle Mohabat ka iqraar karna ,0,2024-06-28
Zameen k neeche sakoon sey rehtay hain ,0,2024-02-02
Kabhi aap dusro k lye Dil se dua mang kr dekho ,0,2024-10-31
Apko kabhi apne lye mangne ki zarurt hi nahi paregi Aur Wo ap k ,0,2024-04-10
Nadan Itna Nahi Samjhi Ishq Chahre Se Nahi Nazron Se Shuru Hota Ha ,0,2024-02-18
1 Kaash Aisa Ho ,0,2025-01-28
2 Mera Pehla Pyar ,0,2024-12-18
K Din Namaz K Liye Azaan Di Jaey To Tum ALLAH K Zikar Ki Taraf Daor Kar Aao ,0,2024-03-08
Haiseat Say Half Utha Liya ,0,2024-02-17
Indies Ko Hara Kar World Cup 6th Martaba Jeet Lia ,0,2024-06-09
Kr Lo Mhbt Rasul e Pak SAWW se QK Akhrat Me Un K Siwa Koi Hamara Na Hoga ,0,2024-12-08
Bugti Mein Civilian Hukmrani Bahal Ki Jaye Adalti Hukum ,0,2024-12-08
Nationality Nahin Chor Sakta ,0,2025-01-29
kabi Thehro Meray dill men Muhabat Seekh jao gy ,0,2024-04-24
ALLAH PAK Ki Mehrabani Pr Hai Is Liye ,0,2024-04-05
ALLAH Ki Makhlooq Pe Mehrbani Krty Raho ,0,2025-03-10
ALLAH  Tm Pr Mehrban Rahy ga ,0,2024-09-27
TitT LiYaan Mandlarhi Hein Kanch K Gulldaan Par lt ,0,2024-01-13
Darood shareef ki kasrat ki jiay ,0,2025-01-27
ALLAH pak ham sb k dilon ko AAQA HUZOOR SAWW k ishq se munawar krdy ,0,2024-04-29
Na Jany Q us Ki Aankhon Pe Zindagi Lutanay Ko Ji Chahta hai ,0,2025-01-28
Daikha Ho Tou Aa Mere Ujrey Howay Bikhrey,0,2024-01-11
apny andar se Ghuroor ki aadat ko mitta dena chahty ho ,0,2024-01-22
to Ghareeb logon ko salam kr lia kro ,0,2024-05-04
Or cricket ki all commandz muft hasil kren ,0,2024-12-22
Ab Khayal Rakhna Apna ,0,2024-03-03
Hr ik parcham sa uoncha parcham e Islam ho jaya ,0,2024-10-16
Aik Baar Darood e Pak Par Kr Agay Forward Kren ,0,2024-07-17
Ba KHUDA Tujh Se Kuch Nahi Chaha ,0,2024-08-11
Mai Apnay Nabi S A W W se Mhbt Q na karu k Un se Haseen to janat b Nhi ,0,2024-11-23
Kabhi aap dusro k lye Dil se dua mang kr dekho ,0,2024-11-21
Apko kabhi apne lye mangne ki zarurt hi nahi paregi ,0,2025-03-19
Kon kehta hy guzra waqt wapis nai ata Or sb khte hen Ktna Nurani Chehra hy ,0,2025-03-04
Ab Sham Ho Chuki Hai n Mera Hath Tham L0 ,0,2024-08-26
BilKul muft Hasil Karen ,0,2024-11-24
Na koi Tmhy Mot dy skta hy amp na koi Tmhra RIZQ Km kr skta hy ,0,2024-03-09
Beshk ALLAH bht Rehm krny wla hy ,0,2024-09-18
Karachi K Badalte Hue Halaat Or Nit Nayi Faida Mand Offers Se Bakhabar Rahiye Bilkul Free ,0,2024-12-26
AR Tabba Sports Complex Me APMF Job Fair Ka Agaz Ho Gaya Hai ,0,2024-10-07
Hamara 22 Saala Tajurba ap ke Umeed ,0,2024-04-15
Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,0,2024-12-31
Karachi K Badalte Hue Halaat Or Nit Nayi Faida Mand Offers Se Bakhabar Rahiye Bilkul Free ,0,2025-02-12
Mukhtalif Jamato Ki Janib Se Rangers K Haq Me Muzahire ,0,2024-07-23
Karachi Press Club Per Mukhtalif Jamato Or Nine Zero Per MQM Ki Janib Se Sindhi Topi Or Ajrak Day Manaya Gaya ,0,2024-09-01
12 Rabi ul Awal Eid e Milad un Nabi Jumerat 24 December Ko Ho Gi ,0,2024-09-19
Ye Mamla Peer Tk Hal Hojaye Ga Ch Nisar Ehtiyat Se Kam Len,0,2025-02-20
Apne Yadgar Lamhat ko Shandar Banain ,0,2024-06-01
Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,0,2025-02-24
CityNews021 Ki Janib Se Police Rangers Ko Khiraj e Tehseen ,0,2025-01-09
Baldyati Elections Me Polling Ka Silsila Jaari Awam Me Josh o Kharosh ,0,2024-10-04
Apne Yadgar Lamhat ko Shandar Banain ,0,2024-10-10
CityNews021 Ki Janib Se Kamyab Security Iqdamat Per Police Rangers Ko Khiraj e Tehseen,0,2025-02-01
5 Dec Ko Baldyati Elections K Mauqay Per Karachi Me Loadshedding Nahi Ki Jaigi ,0,2024-04-16
Aaj Shehar Me Target Killing Ka Koi Bhi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,0,2025-01-03
Azad Umeedwar Sameer Qureshi Symbol Hanger Ko Vote De Ker Khidmat Ka Mauqa Dein ,0,2024-05-11
Dist Korangi UC 12 Green Town Ward 4 Abdul Mabood Majid Sheikh Azad Umedwar Intkhabi Nishan Bijli ka Heater Ko Vote Dein,0,2024-08-03
5 December Ko Karachi K Awam Taliban K Hamiyo Ko Mustarad Ker Den Ge Hyder Abbas Rizvi MQM ,0,2024-01-25
Imran Khan Ka Kal Bhi Rally Nikalnay Ka Elaan ,0,2025-01-04
Apne Yadgar Lamhat ko Shandar Banain ,0,2024-03-07
Karkunan Ki Badi Tadad Airport K Bahir Mojood ,0,2024-04-12
Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,0,2024-11-20
Azad Umeedwar Sameer Qureshi Symbol Hanger Ko Vote De Ker Khidmat Ka Mauqa Dein ,0,2025-02-20
Se PMLN Ki Rally Rawan Dawan Nagmo Per Raqs,0,2025-01-11
AMANTECH ne wada nibhaya ,0,2024-11-30
Behtar rozgaar ka moqah dilaya ,0,2025-02-08
Adaalati Pabandi K Pesh e Nazar Security Idaro Ne Altaf Hussain Ki Tasveer Walay Boards Utaar Diye ,0,2024-08-26
BDS Ne Bomb Ko Nakara Bana Dia ,0,2024-11-16
Wukla Gawaho Or Ehlkaro K Qatilo Or Sahulatkaro Ko Girftar Kia Jaiga,0,2024-11-02
Mutasrin e Zalzala Ki Dil khol Kr Madad Karen ,0,2024-10-26
Karachi Me Aashura K Mauqay Per Mukammal Aman Raha ,0,2024-07-23
Kamyab Security Intizamat Per Rangers Police Or Intizamia Ko Mubarakbad ,0,2024-07-12
Pakistan Ko Ab Tak 358 Runs Ki Bartari Hasil ,0,2024-01-30
Karachi Ki Prime Location Per Mobile ka Karobar Kerne ka Nadir Moqa ,0,2024-01-24
Bank Me Daketi K Doran Guard Ki Firing Se 1 Dakait Halak Shanakht Nahe Hosaki Jinnah Hosp Shift Rpt Maqsood Alam ,0,2025-01-14
Ibrahim Hydri Se 3Target Killers Griftar  ,0,2024-02-13
Gharelo Cylinder 100 Or Commercial Cylinder 400 Rupay Sasta Hogaya ,0,2025-02-05
Janwaron K Rate Kam Hone Ka Imkan  ,0,2024-02-12
Mein Sirf 50 Payment Pr Shop K Malik Banye Baqaya Kama K Ada Kijea ,0,2024-10-10
Jald Nayi Qayadat Samnay La Raha Hoon ,0,2024-05-17
PIA Ka Maah e Ramzan K Doraan Andron e Mulk Parwazon K Kirayon Me 20 Feesad Kami Ka Elaan,0,2024-07-04
Wahab Riaz Ne 2 Or M Hafeez Ne 1 Wicket Hasil Ki ,0,2024-05-31
Sadar Bruns Road Old City Area Samet Kayi Elaaqo Me 3 Bajay Se He Samosay Pakoray Bikna Shuru,0,2024-05-21
Pak Fouj K Shohdaa K Lawahiqeen K Lye Sindh Me 9600 Acre Zameen Denay Ka Faisla ,0,2024-08-07
Sabiqa Ummaton Ki Tarah Tum Per Bhi Rozay Farz Kiye Gaye Hain Takay Tum Mut taqi Ban Jao ,0,2024-12-31
Tamam Members Se Bharpoor Barish K Lye Dua Kernay Ki Appeal ,0,2024-05-03
Jo Shakhs ALLAH Aur Qayamat Per Eman Rakhta Ho Usay Chahiye K Achi Baat Karay Parosi Or Mehman Ka Ikram Karay ,0,2024-07-17
Insaaf Karo Ye Taqwa K Qareeb Tar Hai Aur ALLAH Se Daro Bay Shak ALLAH Har Cheez Se Baa Khabar Hai ,0,2024-02-21
Tum Me Se Koi Us Waqat Tak Momin Nahi Hoga Jb Tk Apni Pasandidah Cheez Ko Apnay Bhai K Liye Bhi Pasand Na Karay ,0,2024-07-20
ALLAH Hidayat Walay K Seenay Ko ISLAM K Liye Khol Deta Hai ,0,2024-09-08
Roza Dhaal Hai ,0,2025-01-10
Jab Quran Parha Jaye Tau Khamosh Ho Kar Pori Tawajjah Se Suno Takay Tum Per Raham Kiya Jaye ,0,2024-08-28
